"","EntryID.uniprot","Symbol","Synonym","Reviewed","EntryName","ProteinName","Keywords","Location","AntibodyName"
"5058","P30416","Fkbp4","Fkpb52","reviewed","FKBP4_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]","Acetylation;Chaperone;Cytoplasm;Cytoskeleton;Direct protein sequencing;Isomerase;Isopeptide bond;Methylation;Microtubule;Mitochondrion;Nucleus;Phosphoprotein;Reference proteome;Repeat;Rotamase;TPR repeat;Ubl conjugation","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:11751894}. Mitochondrion {ECO:0000250|UniProtKB:Q02790}. Nucleus {ECO:0000269|PubMed:11751894, ECO:0000269|PubMed:8341706}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Shuttles from mitochondria to nucleus; co-localizes in mitochondria with the glucocorticoid receptor. Colocalized with MAPT/TAU in the distal part of the primary cortical neurons. {ECO:0000250|UniProtKB:Q02790, ECO:0000250|UniProtKB:Q9QVC8}.",NA
"5059","Q64378","Fkbp5","Fkbp51","reviewed","FKBP5_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)","Acetylation;Chaperone;Cytoplasm;Isomerase;Nucleus;Phosphoprotein;Reference proteome;Repeat;Rotamase;TPR repeat","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11751894}. Nucleus {ECO:0000269|PubMed:11751894}.",NA
"5060","Q91XW8","Fkbp6","Fkbp36","reviewed","FKBP6_MOUSE","Inactive peptidyl-prolyl cis-trans isomerase FKBP6 (Inactive PPIase FKBP6) (36 kDa FK506-binding protein) (36 kDa FKBP) (FKBP-36) (FK506-binding protein 6) (FKBP-6) (Immunophilin FKBP36)","Alternative splicing;Chromosome;Cytoplasm;Differentiation;Meiosis;Nucleus;Reference proteome;Repeat;RNA-mediated gene silencing;Spermatogenesis;TPR repeat","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:12764197, ECO:0000269|PubMed:22902560}. Nucleus {ECO:0000269|PubMed:12764197}. Chromosome {ECO:0000269|PubMed:12764197}. Note=Does not localize to pi-bodies. Localizes to meiotic chromosome cores and regions of homologous chromosome synapsis (synaptonemal complex). {ECO:0000269|PubMed:12764197, ECO:0000269|PubMed:22902560}.",NA
"5061","O54998","Fkbp7","Fkbp23","reviewed","FKBP7_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP7 (PPIase FKBP7) (EC 5.2.1.8) (23 kDa FK506-binding protein) (23 kDa FKBP) (FKBP-23) (FK506-binding protein 7) (FKBP-7) (Rotamase)","Calcium;Endoplasmic reticulum;Glycoprotein;Isomerase;Metal-binding;Reference proteome;Repeat;Rotamase;Signal","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:9806833}.",NA
"5062","O35465","Fkbp8","Fkbp38 Sam11","reviewed","FKBP8_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (mFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)","Alternative splicing;Apoptosis;Calcium;Isomerase;Isopeptide bond;Membrane;Mitochondrion;Phosphoprotein;Reference proteome;Repeat;Rotamase;TPR repeat;Transmembrane;Transmembrane helix;Ubl conjugation","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:15105374}; Single-pass membrane protein {ECO:0000269|PubMed:15105374}; Cytoplasmic side {ECO:0000269|PubMed:15105374}.",NA
"5063","Q9Z247","Fkbp9","Fkbp60 Fkbp63","reviewed","FKBP9_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP9 (PPIase FKBP9) (EC 5.2.1.8) (63 kDa FK506-binding protein) (63 kDa FKBP) (FKBP-63) (FK506-binding protein 9) (FKBP-9) (FKBP65RS) (Rotamase)","Calcium;Endoplasmic reticulum;Glycoprotein;Isomerase;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Rotamase;Signal","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:10524204}.",NA
"5064","O35450","Fkbpl","Ng7","reviewed","FKBPL_MOUSE","FK506-binding protein-like (WAF-1/CIP1 stabilizing protein 39) (WISp39)","Phosphoprotein;Reference proteome;Repeat;TPR repeat",NA,NA
"5065","Q8CG64","Fkrp",NA,"reviewed","FKRP_MOUSE","Ribitol 5-phosphate transferase FKRP (EC 2.7.8.-) (Fukutin-related protein) (EC 2.4.2.-) (Ribitol-5-phosphate transferase)","Cell membrane;Cytoplasm;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Magnesium;Membrane;Metal-binding;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix;Zinc","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12471058, ECO:0000269|PubMed:17554798, ECO:0000269|PubMed:26923585}; Single-pass type II membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:19900540}. Cell membrane, sarcolemma {ECO:0000269|PubMed:17452335}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:Q9H9S5}. Cytoplasm {ECO:0000269|PubMed:29416295}. Note=The N-terminal hydrophobic domain is cleaved after translocation to the Golgi apparatus and the protein is secreted (PubMed:19900540). Localization at the cell membrane may require the presence of dystroglycan (PubMed:17452335). At the Golgi apparatus localizes to the middle-to-trans-cisternae (PubMed:12471058, PubMed:17554798). Detected in rough endoplasmic reticulum in myocytes (By similarity). {ECO:0000250|UniProtKB:Q9H9S5, ECO:0000269|PubMed:12471058, ECO:0000269|PubMed:17452335, ECO:0000269|PubMed:17554798, ECO:0000269|PubMed:19900540}.",NA
"5066","Q8R507","Fktn","Fcmd","reviewed","FKTN_MOUSE","Ribitol-5-phosphate transferase FKTN (EC 2.7.8.-) (Fukutin) (Fukuyama-type congenital muscular dystrophy protein) (Ribitol-5-phosphate transferase)","Cytoplasm;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Membrane;Nucleus;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12471058}; Single-pass type II membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:29416295}. Nucleus {ECO:0000269|PubMed:29416295}. Endoplasmic reticulum {ECO:0000305|PubMed:29416295}. Note=In retinal tissue, does not localize with the Golgi apparatus. {ECO:0000269|PubMed:29416295}.",NA
"5067","Q8BVM7","Flacc1","Als2cr12","reviewed","FACC1_MOUSE","Flagellum-associated coiled-coil domain-containing protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein homolog)","Acetylation;Alternative splicing;Cell projection;Cilium;Coiled coil;Cytoplasm;Flagellum;Reference proteome","SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:21402173}. Cytoplasmic granule {ECO:0000269|PubMed:21402173}. Cell projection, cilium, flagellum {ECO:0000269|PubMed:21402173}. Note=Expressed in the principal piece of the sperm tail, nearest the sperm head. {ECO:0000269|PubMed:21402173}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:21402173}. Cytoplasmic granule {ECO:0000269|PubMed:21402173}.",NA
"5068","Q8R123","Flad1",NA,"reviewed","FAD1_MOUSE","FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region]","Acetylation;Alternative splicing;ATP-binding;Cytoplasm;Direct protein sequencing;FAD;Flavoprotein;FMN;Nucleotide-binding;Nucleotidyltransferase;Phosphoprotein;Reference proteome;Transferase","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA
"5069","Q8QZS3","Flcn","Bhd","reviewed","FLCN_MOUSE","Folliculin (Birt-Hogg-Dube syndrome protein homolog)","Cell projection;Coiled coil;Cytoplasm;Cytoskeleton;GTPase activation;Lysosome;Membrane;Nucleus;Phosphoprotein;Reference proteome;Tumor suppressor","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q8NFG4}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q8NFG4}. Cell projection, cilium {ECO:0000250|UniProtKB:Q8NFG4}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q8NFG4}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q8NFG4}. Nucleus {ECO:0000250|UniProtKB:Q8NFG4}. Note=Localizes to lysosome membrane in amino acid-depleted conditions and relocalizes to the cytosol upon refeeding. Colocalizes with FNIP1 and FNIP2 in the cytoplasm. Also localizes to motile and non-motile cilia, centrosomes and the mitotic spindle. {ECO:0000250|UniProtKB:Q8NFG4}.",NA
"5070","P11088","Flg",NA,"reviewed","FILA_MOUSE","Filaggrin","Developmental protein;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Cytoplasmic granule {ECO:0000269|PubMed:3680218}. Note=In the stratum granulosum of the epidermis, localized within keratohyalin granules. In granular keratinocytes and in lower corneocytes, colocalizes with calpain-1/CAPN1 (By similarity). {ECO:0000250|UniProtKB:P20930}.",NA
"5071","Q2VIS4","Flg2",NA,"reviewed","FILA2_MOUSE","Filaggrin-2 (FLG-2) (Intermediate filament-associated protein)","Calcium;Cytoplasm;Metal-binding;Phosphoprotein;Reference proteome;Repeat","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q5D862}. Cytoplasmic granule {ECO:0000250|UniProtKB:Q5D862}.",NA
"5072","P26323","Fli1","Fli-1","reviewed","FLI1_MOUSE","Friend leukemia integration 1 transcription factor (Retroviral integration site protein Fli-1)","Activator;DNA-binding;Nucleus;Phosphoprotein;Proto-oncogene;Reference proteome;Transcription;Transcription regulation","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q01543}.",NA
"5073","Q9JJ28","Flii","Fli1 Fliih","reviewed","FLII_MOUSE","Protein flightless-1 homolog","Acetylation;Actin-binding;Activator;Cell junction;Cytoplasm;Cytoskeleton;Developmental protein;Leucine-rich repeat;Nucleus;Phosphoprotein;Reference proteome;Repeat;Transcription;Transcription regulation","SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cell junction, focal adhesion. Note=Colocalizes to actin-rich structures in blastocysts and, together with HRAS, RHOA and CDC42, in migrating fibroblasts. Localizes to centrosomes.",NA
"5074","Q8BTM8","Flna","Fln Fln1","reviewed","FLNA_MOUSE","Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)","Acetylation;Actin-binding;Alternative splicing;Cell projection;Cilium biogenesis/degradation;Cytoplasm;Cytoskeleton;Isopeptide bond;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation","SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:25358863}. Perikaryon {ECO:0000269|PubMed:25358863}. Cell projection, growth cone {ECO:0000269|PubMed:25358863}. Note=Colocalizes with CPMR1 in the central region of DRG neuron growth cone (PubMed:25358863). Following SEMA3A stimulation of DRG neurons, colocalizes with F-actin (PubMed:25358863). {ECO:0000269|PubMed:25358863}.",NA
"5075","Q80X90","Flnb",NA,"reviewed","FLNB_MOUSE","Filamin-B (FLN-B) (ABP-280-like protein) (Actin-binding-like protein) (Beta-filamin)","Acetylation;Actin-binding;Cytoplasm;Cytoskeleton;Isopeptide bond;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation","SUBCELLULAR LOCATION: Cytoplasm, cell cortex. Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:O75369}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:26343497}.",NA
"5076","Q8VHX6","Flnc","Abpl Fln2","reviewed","FLNC_MOUSE","Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)","Actin-binding;Alternative splicing;Cytoplasm;Cytoskeleton;Membrane;Methylation;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250}. Note=A small amount localizes at membranes. In striated muscle cells, it predominantly localizes in myofibrillar Z lines, while a minor fraction localizes with subsarcolemme (By similarity). Targeting to developing and mature Z lines is mediated by the intradomain insert (By similarity). {ECO:0000250}.",NA
"5077","O08917","Flot1",NA,"reviewed","FLOT1_MOUSE","Flotillin-1","Cell membrane;Direct protein sequencing;Endosome;Membrane;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O75955}; Peripheral membrane protein {ECO:0000250|UniProtKB:O75955}. Endosome {ECO:0000250|UniProtKB:O75955}. Membrane, caveola {ECO:0000269|PubMed:9153235}; Peripheral membrane protein {ECO:0000269|PubMed:9153235}. Melanosome {ECO:0000250|UniProtKB:O75955}. Membrane raft {ECO:0000250|UniProtKB:O75955}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (By similarity). Membrane-associated protein of caveola (PubMed:9153235). {ECO:0000250|UniProtKB:O75955, ECO:0000269|PubMed:9153235}.",NA
"5078","Q60634","Flot2","Esa1 M17s1","reviewed","FLOT2_MOUSE","Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1 homolog)","3D-structure;Alternative splicing;Cell adhesion;Cell membrane;Direct protein sequencing;Endosome;Lipoprotein;Membrane;Myristate;Palmitate;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Membrane, caveola {ECO:0000250}; Peripheral membrane protein {ECO:0000269|PubMed:9153235}. Endosome {ECO:0000250}. Membrane {ECO:0000250|UniProtKB:Q14254}; Lipid-anchor {ECO:0000250|UniProtKB:Q14254}. Note=Membrane-associated protein of caveolae. {ECO:0000250}.",NA
"5079","Q6RKD8","Flrt1",NA,"reviewed","FLRT1_MOUSE","Leucine-rich repeat transmembrane protein FLRT1 (Fibronectin leucine rich transmembrane protein 1)","Cell adhesion;Cell junction;Cell membrane;Cell projection;Cytoplasm;Cytoplasmic vesicle;Developmental protein;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Leucine-rich repeat;Membrane;Phosphoprotein;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:20421966, ECO:0000269|PubMed:22405201}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:16872596, ECO:0000305|PubMed:20421966}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:20421966}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:20421966}. Cell junction, focal adhesion {ECO:0000269|PubMed:16872596}. Secreted {ECO:0000269|PubMed:21673655}. Cell projection, neuron projection {ECO:0000269|PubMed:20421966}. Cell junction {ECO:0000269|PubMed:20421966}. Note=In addition to its location at the cell membrane, colocalizes with FGFR1 in punctate perinuclear cytoplasmic vesicles (PubMed:16872596, PubMed:20421966). Detected along neurites and at contacts between neurite termini and other cells (PubMed:20421966). Proteolytic cleavage gives rise to a shedded ectodomain (PubMed:21673655). {ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:20421966, ECO:0000269|PubMed:21673655}.",NA
"5080","Q8BLU0","Flrt2","Kiaa0405","reviewed","FLRT2_MOUSE","Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin leucine rich transmembrane protein 2)","3D-structure;Cell adhesion;Cell junction;Cell membrane;Developmental protein;Disulfide bond;Endoplasmic reticulum;Extracellular matrix;Glycoprotein;Leucine-rich repeat;Membrane;Microsome;Reference proteome;Repeat;Secreted;Signal;Synapse;Synaptosome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:22405201, ECO:0000269|PubMed:24585683, ECO:0000269|PubMed:25374360}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:16872596, ECO:0000305|PubMed:24585683}. Cell junction, focal adhesion {ECO:0000269|PubMed:16872596}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:24585683}. Synapse, synaptosome {ECO:0000250|UniProtKB:D3ZTV3}. Microsome membrane {ECO:0000269|PubMed:24585683}. Secreted {ECO:0000269|PubMed:21673655}. Note=Proteolytic cleavage gives rise to a shedded ectodomain. {ECO:0000269|PubMed:21673655}.",NA
"5081","Q8BGT1","Flrt3","Kiaa1469","reviewed","FLRT3_MOUSE","Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin leucine rich transmembrane protein 3)","3D-structure;Cell adhesion;Cell junction;Cell membrane;Cell projection;Developmental protein;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:21673655, ECO:0000269|PubMed:22405201, ECO:0000269|PubMed:24560577, ECO:0000269|PubMed:25374360}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:16872596}. Cell junction, focal adhesion {ECO:0000269|PubMed:16872596}. Secreted {ECO:0000269|PubMed:21673655}. Cell projection, axon {ECO:0000269|PubMed:24560577}. Cell projection, growth cone membrane {ECO:0000269|PubMed:24560577}. Note=Detected on dendritic punctae that colocalize in part with glutamaergic synapses, but not with GABAergic synapses. Proteolytic cleavage in the juxtamembrane region gives rise to a shedded ectodomain (PubMed:21673655). {ECO:0000250|UniProtKB:B1H234, ECO:0000269|PubMed:21673655, ECO:0000269|PubMed:24560577}.",NA
"5082","P35969","Flt1","Emrk2 Flt Vegfr1","reviewed","VGFR1_MOUSE","Vascular endothelial growth factor receptor 1 (VEGFR-1) (EC 2.7.10.1) (Embryonic receptor kinase 2) (Fms-like tyrosine kinase 1) (FLT-1) (Tyrosine-protein kinase receptor FLT)","Angiogenesis;ATP-binding;Cell membrane;Chemotaxis;Developmental protein;Differentiation;Direct protein sequencing;Disulfide bond;Endosome;Glycoprotein;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase;Ubl conjugation","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Endosome {ECO:0000250}. Note=Autophosphorylation promotes ubiquitination and endocytosis. {ECO:0000250}.",NA
"5083","Q00342","Flt3","Flk-2 Flt-3","reviewed","FLT3_MOUSE","Receptor-type tyrosine-protein kinase FLT3 (EC 2.7.10.1) (FL cytokine receptor) (Fetal liver kinase 2) (FLK-2) (Fms-like tyrosine kinase 3) (FLT-3) (Tyrosine-protein kinase receptor flk-2) (CD antigen CD135)","ATP-binding;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Proto-oncogene;Receptor;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase;Ubl conjugation","SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Endoplasmic reticulum lumen {ECO:0000250}. Note=Constitutively activated mutant forms with internal tandem duplications are less efficiently transported to the cell surface and a significant proportion is retained in an immature form in the endoplasmic reticulum lumen. The activated kinase is rapidly targeted for degradation (By similarity). {ECO:0000250}.",NA
"5084","P49772","Flt3lg","Flt3l","reviewed","FLT3L_MOUSE","Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine)","Alternative splicing;Cell membrane;Cytokine;Disulfide bond;Glycoprotein;Membrane;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted. Note=Biologically active.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted. Note=Inactive.",NA
"5085","P35917","Flt4","Flt-4 Vegfr3","reviewed","VGFR3_MOUSE","Vascular endothelial growth factor receptor 3 (VEGFR-3) (EC 2.7.10.1) (Fms-like tyrosine kinase 4) (FLT-4) (Tyrosine-protein kinase receptor FLT4)","Angiogenesis;ATP-binding;Cell membrane;Cytoplasm;Disulfide bond;Glycoprotein;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Nucleus;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20445537}; Single-pass type I membrane protein {ECO:0000269|PubMed:20445537}. Cytoplasm {ECO:0000269|PubMed:20445537}. Nucleus {ECO:0000269|PubMed:20445537}. Note=Ligand-mediated autophosphorylation leads to rapid internalization.",NA
"5086","B2RXV4","Flvcr1","Mfsd7b","reviewed","FLVC1_MOUSE","Heme transporter FLVCR1 (Feline leukemia virus subgroup C receptor-related protein 1) (Feline leukemia virus subgroup C receptor) (Major facilitator superfamily domain containing 7B) (Mfsd7b)","Alternative splicing;Cell membrane;Erythrocyte maturation;Glycoprotein;Membrane;Mitochondrion;Phosphoprotein;Receptor;Reference proteome;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:23187127}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion membrane {ECO:0000269|PubMed:23187127}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with HADHA. {ECO:0000269|PubMed:23187127}.",NA
"5087","Q91X85","Flvcr2","Mfsd7c","reviewed","FLVC2_MOUSE","Heme transporter FLVCR2 (Calcium-chelate transporter) (CCT) (Feline leukemia virus subgroup C receptor-related protein 2) (Major facilitator superfamily domain containing 7C)","Cell membrane;Endoplasmic reticulum;Membrane;Mitochondrion;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:32973183}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9UPI3}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:32973183}; Multi-pass membrane protein {ECO:0000255}. Note=Primarily resides in mitochondria where it interacts with components of the electron transfer complexes III, IV and V (By similarity). Colocalizes with ATP2A2 at the mitochondrial-ER contact junction (By similarity). {ECO:0000250|UniProtKB:Q9UPI3}.",NA
"5088","Q8CI03","Flywch1","Kiaa1552","reviewed","FWCH1_MOUSE","FLYWCH-type zinc finger-containing protein 1","Alternative splicing;Centromere;Chromosome;DNA-binding;Isopeptide bond;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation;Zinc;Zinc-finger","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q4VC44}. Chromosome, centromere {ECO:0000250|UniProtKB:Q4VC44}. Note=Localized to peri-centromeric, H3K9me3-marked heterochromatin. {ECO:0000250|UniProtKB:Q4VC44}.",NA
"5089","Q9CQE9","Flywch2",NA,"reviewed","FWCH2_MOUSE","FLYWCH family member 2","Reference proteome",NA,NA
"5090","Q9CR13","Fmc1",NA,"reviewed","FMC1_MOUSE","Protein FMC1 homolog (Formation of mitochondrial complex V assembly factor 1)","Mitochondrion;Reference proteome","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q96HJ9}.",NA
"5091","Q05860","Fmn1","Fmn Ld","reviewed","FMN1_MOUSE","Formin-1 (Limb deformity protein)","3D-structure;Actin-binding;Alternative splicing;Cell junction;Cell membrane;Coiled coil;Cytoplasm;Cytoskeleton;Membrane;Nucleus;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Cell junction, adherens junction. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Note=Localization to the adherens junctions is alpha-catenin-dependent. Also localizes to F-actin bundles originating from adherens junctions.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm, cytoskeleton. Note=Isoform 2 localizes to microtubules.",NA
"5092","Q9JL04","Fmn2",NA,"reviewed","FMN2_MOUSE","Formin-2","Actin-binding;Cell membrane;Coiled coil;Cytoplasm;Cytoplasmic vesicle;Cytoskeleton;Developmental protein;DNA damage;Membrane;Nucleus;Phosphoprotein;Protein transport;Reference proteome;Repeat;Stress response;Transport","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19062278, ECO:0000269|PubMed:21620703}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9NZ56}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:21620703}. Nucleus {ECO:0000250|UniProtKB:Q9NZ56}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q9NZ56}. Cell membrane {ECO:0000269|PubMed:21705804}; Peripheral membrane protein {ECO:0000269|PubMed:21705804}; Cytoplasmic side {ECO:0000269|PubMed:21705804}. Cytoplasm, cell cortex {ECO:0000269|PubMed:21983562}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:21983562}; Peripheral membrane protein {ECO:0000269|PubMed:21983562}; Cytoplasmic side {ECO:0000269|PubMed:21983562}. Note=Colocalizes with the actin cytoskeleton (PubMed:21705804). Recruited to the membranes via its interaction with SPIRE1 (PubMed:21705804). Detected at the cleavage furrow during asymmetric oocyte division and polar body extrusion (PubMed:21620703). Accumulates in the nucleus following DNA damage (By similarity). {ECO:0000250|UniProtKB:Q9NZ56, ECO:0000269|PubMed:21620703, ECO:0000269|PubMed:21705804}.",NA
"5093","Q9JL26","Fmnl1","Frl Frl1","reviewed","FMNL1_MOUSE","Formin-like protein 1 (Formin-related protein)","Alternative splicing;Cell membrane;Cytoplasm;Cytoplasmic vesicle;Lipoprotein;Membrane;Myristate;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane; Lipid-anchor. Cytoplasmic vesicle, phagosome. Note=Recruited to actin-rich phagosomes during phagocytosis. Translocates to the plasma membrane upon activation by RAC1.",NA
"5094","A2APV2","Fmnl2","Kiaa1902 Man","reviewed","FMNL2_MOUSE","Formin-like protein 2 (Protein Man)","Alternative splicing;Lipoprotein;Myristate;Phosphoprotein;Reference proteome",NA,NA
